ID,Listing Name,Host ID,Host Name,Borough,Neighborhood,Latitude,Longitude,Room Type,Price,Min Nights,Number of Reviews,Last Review,Reviews Per Month,Listings Per Host,Days Available
2636534,Cozy Room in Lower East Side- NYC,4274857,Helena,Manhattan,Lower East Side,40.72072769,-73.98954391,Private room,115,1,6,3/01/2015,0.5,3,351
813470,"2 BR in Lower East Side, NYC!",4274857,Helena,Manhattan,Lower East Side,40.72036049,-73.9899261,Private room,160,2,1,2/01/2013,0,3,151
789298,Upper East Side Studio,778052,Matthew,Manhattan,Upper East Side,40.7827953,-73.95433426,Entire home/apt,120,5,4,16/05/2015,0.4,1,168
6388290,Luxury Apt 5 Mins to 5TH AVE,14808879,Connie,Queens,Long Island City,40.7524915,-73.93999019,Entire home/apt,310,2,0,,,4,338
6494935,Huge LUX Room /5mins to 5th ave,14808879,Connie,Queens,Long Island City,40.75040517,-73.93982354,Private room,150,2,0,,,4,338
6362382,Stylish & Quality room in Summer,14808879,Connie,Queens,Long Island City,40.75262664,-73.93901868,Private room,110,2,3,31/05/2015,3,4,260
4369540,Charming Studio apartment in LES!!!,3881885,Emanuele,Manhattan,Lower East Side,40.7212219,-73.98470643,Entire home/apt,175,4,9,27/05/2015,1.6,2,278
2108722,Spacious Upper East Side with View,190355,Greta,Manhattan,Upper East Side,40.77752684,-73.94577382,Entire home/apt,149,1,0,,,1,0
1209948,"Spacious 1-bdrm in Trendy, Fun LES",2936053,Jon,Manhattan,Lower East Side,40.71742446,-73.98268938,Entire home/apt,225,1,5,21/10/2013,0.2,1,320
6362878,Manhattan Large 2 Bedroom Apartment,24730659,Sam,Manhattan,Upper East Side,40.78126869,-73.94742507,Entire home/apt,200,1,0,,,2,319
4799850,Upper East Side,24730659,Sam,Manhattan,Upper East Side,40.78226968,-73.94774609,Entire home/apt,125,1,10,24/05/2015,2.8,2,267
4810939,Massive Downtown Luxury Condo,19990894,Lindsay,Manhattan,Lower East Side,40.71732625,-73.98257477,Entire home/apt,250,2,2,19/05/2015,2,1,257
3442067,Spacious Studio in Luxury Building,17198795,Julie,Manhattan,Upper East Side,40.78284323,-73.94824646,Entire home/apt,225,1,0,,,1,350
343327,"Cute, quiet haven: 1 bedroom+office",1742146,Rebecca,Manhattan,Upper East Side,40.77286968,-73.94702809,Entire home/apt,190,2,7,4/05/2015,0.2,1,193
3084885,Large Private Room East Village,7555695,Dhruva,Manhattan,Lower East Side,40.72069704,-73.98175202,Private room,149,3,11,25/05/2015,1,1,62
5562962,Lovely upper east side studio,1389487,Lina,Manhattan,Upper East Side,40.77399123,-73.95100618,Entire home/apt,139,2,1,5/04/2015,0.5,1,62
2281697,1bedroom apartment upper east side,11653306,Lisa,Manhattan,Upper East Side,40.76629116,-73.96003798,Entire home/apt,500,1,0,,,1,365
1236176,Large Beautiful Newly Renovated,6739564,Sara,Manhattan,Lower East Side,40.71566947,-73.98912058,Entire home/apt,218,3,17,21/05/2015,0.8,1,339
5848275,Cozy 1RB Close to Park and Subway,22437497,Guido,Manhattan,Upper East Side,40.77897856,-73.95602663,Entire home/apt,220,2,0,,,1,59
591025,Chic 2Br/2Ba Loft Lower East Side,1418673,Eugene,Manhattan,Lower East Side,40.71769456,-73.98602843,Entire home/apt,325,1,13,18/03/2015,0.4,1,336
2078687,Lower East Side Haven on Ludlow St,10621196,Kate,Manhattan,Lower East Side,40.71715491,-73.98935886,Entire home/apt,150,1,3,7/12/2014,0.2,1,354
573795,Spacious Modern  2 Bedroom Suite ,38513,Nkosi,Brooklyn,East Flatbush,40.65293756,-73.94896331,Entire home/apt,122,5,25,19/05/2015,0.9,1,293
2344347,BEAUTIFUL Central Park Upper East,11971181,J.,Manhattan,Upper East Side,40.77578394,-73.96416271,Entire home/apt,245,2,9,16/05/2015,0.7,1,365
1020610,Entire home/apt in the LES,5617940,Kelley,Manhattan,Lower East Side,40.7188261,-73.98677226,Entire home/apt,300,3,12,8/02/2015,0.5,1,326
6077282,Perfect 1 bedroom in Nolita/Soho,31545086,Ben,Manhattan,Lower East Side,40.72341347,-73.9926903,Entire home/apt,200,1,2,26/05/2015,2,1,238
3475436,Trendy 1BR UES on 60's street ,17505956,Monica,Manhattan,Upper East Side,40.76233074,-73.9599213,Entire home/apt,275,3,0,,,1,152
3550577,COZY 2/1 BDR APT IN UPPER EAST SIDE,2001930,Dmitri,Manhattan,Upper East Side,40.7808633,-73.95364883,Entire home/apt,199,7,1,9/09/2014,0.1,2,153
4355102,Modern  bedroom in  2 bedroom Apt,3615652,Risa,Manhattan,Lower East Side,40.71177368,-73.99008335,Private room,100,1,1,2/01/2015,0.2,2,346
1984390,Big Cozy Studio ,10238618,Zeynep,Manhattan,Upper East Side,40.7755624,-73.94829995,Entire home/apt,200,2,2,8/05/2015,0.3,1,354
4285876,LES/Chinatown Studio apt ,22248783,Xiaoting,Manhattan,Lower East Side,40.71281065,-73.99174426,Entire home/apt,120,1,1,28/10/2014,0.1,1,212
4680172,Entire apt on the Upper East Side,22482307,Antonio,Manhattan,Upper East Side,40.7623778,-73.96251317,Entire home/apt,300,1,0,,,1,365
5106749,Cozy 1BD - prime astoria location!,26388856,Kat,Queens,Long Island City,40.76086889,-73.92880916,Entire home/apt,135,6,1,20/05/2015,1,1,297
6317085,A charming and clean one bedroom.,32764337,Carlo,Manhattan,Upper East Side,40.76814454,-73.96181731,Entire home/apt,275,1,1,21/05/2015,1,1,362
1272298,Great 1 bdr in the Upper East Side,6924822,Sandra,Manhattan,Upper East Side,40.77776244,-73.95226378,Entire home/apt,150,2,0,,,1,352
3463385,Gorgeous room in Manhattan,10698270,Jenya,Manhattan,Upper East Side,40.76717468,-73.95532355,Private room,95,1,39,27/05/2015,3.5,1,194
4108143,"Huge, Gorgeous Real 3 bdrm 2 bath",21311172,Mrviet,Manhattan,Lower East Side,40.71997711,-73.98575603,Entire home/apt,500,1,17,1/06/2015,2.1,1,343
4137875,Brooklyn Bargain,21467240,Charlene & Kervin,Brooklyn,East Flatbush,40.65236678,-73.94989983,Private room,60,4,2,8/10/2014,0.2,1,241
4986625,Cozy Room in a Spacious Apartment,17553486,Jane,Queens,Long Island City,40.75612311,-73.93611226,Private room,70,3,2,14/02/2015,0.5,1,240
1579152,"Great, comfortable 1BR on the LES",733034,Jack,Manhattan,Lower East Side,40.71933724,-73.98829663,Entire home/apt,175,3,15,28/02/2015,0.8,1,111
1890674,ONE BED W/ DINING ROOM-SEP.MATTRESS,1452444,Gonzalo,Manhattan,Upper East Side,40.7741455,-73.95650424,Entire home/apt,275,1,1,22/09/2014,0.1,1,194
5110,Stylish & cool,7337,Naama,Manhattan,Lower East Side,40.71394226,-73.98183911,Entire home/apt,172,3,31,5/04/2015,0.4,1,307
2623348,Charming Private Bed in a Walkup,13435721,Michael,Manhattan,Upper East Side,40.77315832,-73.95768323,Private room,90,1,68,21/05/2015,4.7,1,214
4508923,COZY 2 BR IN THE BEST AREA OF NYC!,12950555,Brynda Mara,Manhattan,Upper East Side,40.76820078,-73.95045076,Private room,140,7,0,,,1,161
6346799,"Sunny Quiet Studio, Upper East Side",33056777,Elizabeth,Manhattan,Upper East Side,40.77600804,-73.94989438,Entire home/apt,150,1,1,25/05/2015,1,1,160
1018441,Living Room couch in 1BR Apt,5013760,Sasha,Manhattan,Upper East Side,40.75997643,-73.96262158,Private room,80,1,2,17/05/2015,2,2,351
5580131,"Dog friendly studio for female, UES",28930916,Kay,Manhattan,Upper East Side,40.77589457,-73.95086422,Shared room,65,1,1,23/04/2015,0.7,1,337
1097816,Group-Student-Friendly Bklyn House,1709216,Steve And Heather,Brooklyn,East Flatbush,40.63773558,-73.94515717,Entire home/apt,300,4,4,18/03/2015,0.4,4,284
335820,Brooklyn Private Rental 1,1709216,Steve And Heather,Brooklyn,East Flatbush,40.63629484,-73.9450037,Entire home/apt,75,3,39,7/05/2015,1,4,308
335797,Brooklyn Private Rental 2,1709216,Steve And Heather,Brooklyn,East Flatbush,40.6360238,-73.94606861,Entire home/apt,65,2,36,24/05/2015,0.9,4,296
4638838,Lower east side 1 bdrm bungalow,8994342,Jillian,Manhattan,Lower East Side,40.72139978,-73.99182461,Entire home/apt,175,2,0,,,1,332
5122518,Spacious Upper East Side Apartment,5435807,Elizabeth,Manhattan,Upper East Side,40.77935832,-73.95187745,Entire home/apt,95,2,0,,,1,105
2027084,nice vacation 'room,3674426,Wilson,Brooklyn,East Flatbush,40.6441179,-73.94929872,Private room,69,1,10,16/02/2015,0.6,4,360
2106382,Ideal place  to stay,3674426,Wilson,Brooklyn,East Flatbush,40.64322003,-73.94920881,Shared room,69,1,7,25/10/2014,0.5,4,365
716861,Comfortable place 4 your vacations,3674426,Wilson,Brooklyn,East Flatbush,40.64228589,-73.94873226,Private room,69,1,58,27/04/2015,1.8,4,365
4364573,Cozy Elegant Upper East Side Apt,22655100,Diego,Manhattan,Upper East Side,40.76932518,-73.96931463,Entire home/apt,500,2,12,25/05/2015,1.8,1,317
726630,Nolita Apt PRIVATE TERRACE & d/man,3757468,Nancy,Manhattan,Lower East Side,40.71990926,-73.9930262,Entire home/apt,235,10,11,10/04/2015,0.4,1,365
4408381,Apartment Crown Heights Brooklyn NY,263500,Claire,Brooklyn,East Flatbush,40.66427542,-73.92911279,Entire home/apt,100,1,10,17/05/2015,1.9,2,352
2917698,Quaint Brooklyn House Crown Heights,263500,Claire,Brooklyn,East Flatbush,40.66410852,-73.92904884,Entire home/apt,160,1,6,30/05/2015,0.6,2,352
6156319,Bright Studio Perfect for Mem Day!,7775447,Sara,Manhattan,Upper East Side,40.78072667,-73.94976169,Entire home/apt,185,1,0,,,1,2
633236,Large Clean Apartment in Midtown,3151534,Alison,Manhattan,Upper East Side,40.76255509,-73.96519807,Entire home/apt,185,3,3,28/05/2013,0.1,1,346
1880345,Huge 2 bdrm on the Lower East,3494779,Young,Manhattan,Lower East Side,40.71842304,-73.99340765,Entire home/apt,450,1,7,30/04/2015,0.4,1,337
5755559,Private room in cute central apt,29642,Remi,Manhattan,Chinatown,40.71701712,-73.99365671,Private room,95,1,3,27/05/2015,1.6,1,199
6402045,Huge 1 Bedroom with Big Deck in LES,20494129,Zander,Manhattan,Chinatown,40.71669164,-73.98944648,Entire home/apt,250,7,0,,,1,181
2082711,1 Bdrm. Fantastic Apt in Gramercy!!,9991536,(email hidden),Manhattan,Kips Bay,40.73958605,-73.98231495,Entire home/apt,150,1,11,22/05/2015,1.1,1,0
1432514,"Spacious, sunny, convenient studio",7134810,Janet,Manhattan,Kips Bay,40.73970398,-73.97910772,Entire home/apt,165,2,2,30/12/2013,0.1,1,90
2849477,Specious 1BR in the heart of NYC!,570720,Ami,Manhattan,Kips Bay,40.73884247,-73.9830608,Entire home/apt,220,4,19,31/05/2015,1.4,1,0
1073832,Designer Studio Apt in Red Hook,5585945,Orren,Brooklyn,Red Hook,40.6768487,-74.00580749,Entire home/apt,100,3,48,1/06/2015,1.9,1,257
3452623,"Kips Bay, 1BR, Centrally Located",17400431,Rob,Manhattan,Kips Bay,40.74198833,-73.97847891,Entire home/apt,160,3,9,6/12/2014,0.9,1,160
6011933,Charming room in PRIME NYC location,1590498,Ashley,Manhattan,Chinatown,40.71495557,-73.99114292,Private room,85,1,3,31/05/2015,3,1,353
3094169,PRIVATE AND SUNNY CHINATOWN ROOM!!!,2713809,Hayley,Manhattan,Chinatown,40.7173516,-73.99367761,Private room,95,2,11,19/05/2015,1.1,2,354
6337750,Full 1 Bedroom In Lower East Side,8166885,Jeffrey,Manhattan,Chinatown,40.71678821,-73.99234212,Entire home/apt,240,1,0,,,1,37
6590935,Parc East！Girl Only！Free Gym！,27021524,Ruonan,Manhattan,Kips Bay,40.74108986,-73.98028431,Private room,70,1,0,,,2,295
1966158,Spacious Sun-filled Artists Loft,1130692,Gavin,Manhattan,Chinatown,40.71693014,-73.99418624,Entire home/apt,160,3,4,26/04/2015,0.2,1,164
4379313,2 Bdrm Gramercy with Amazing Views,6725165,Catherine,Manhattan,Kips Bay,40.73775043,-73.9798285,Entire home/apt,300,2,4,13/04/2015,0.6,1,173
2532731,Beautiful 1br apt Midtown Manhattan,5214370,Camille,Manhattan,Kips Bay,40.74064542,-73.98215608,Entire home/apt,149,1,10,27/05/2015,0.7,1,75
2996975,New central 1 br apt with elevator ,148861,Alex,Manhattan,Kips Bay,40.74207287,-73.98174957,Entire home/apt,229,1,5,4/05/2015,0.6,1,355
1761527,Red Hook Share,387471,Keri,Brooklyn,Red Hook,40.67754666,-74.00295273,Private room,79,1,19,22/05/2015,1,1,290
346022,Beautiful Historic Brownstone Pad,1302369,Scott,Manhattan,Harlem,40.80758411,-73.95132368,Entire home/apt,400,14,3,21/08/2014,0.1,1,339
4680566,Private Room in Manhattan :) [6S],2313878,Matan,Manhattan,Harlem,40.82073847,-73.95366787,Private room,59,21,2,29/03/2015,0.6,10,326
5267542,Your Own Room in New York! [1S],2313878,Matan,Manhattan,Harlem,40.8208919,-73.95175641,Private room,59,21,2,13/05/2015,1.1,10,148
3371088,Private Room in Manhattan :) [6M],2313878,Matan,Manhattan,Harlem,40.81861611,-73.95237791,Private room,75,6,2,24/01/2015,0.3,10,144
465959,Your Own Room in New York! [1M],2313878,Matan,Manhattan,Harlem,40.81855487,-73.95370405,Private room,53,21,17,4/05/2015,0.5,10,110
2017295,Your Own Room in New York! [1B],2313878,Matan,Manhattan,Harlem,40.81943854,-73.95324412,Private room,57,21,2,2/03/2015,0.2,10,119
144087,LUXURY OF THE HORIZON,616825,Rinaldo,Manhattan,Harlem,40.80473436,-73.95320495,Entire home/apt,259,8,6,21/05/2015,0.1,1,365
1586773,Beautiful Brownstone in West Harlem,8455776,Wendy,Manhattan,Harlem,40.82452515,-73.94923474,Entire home/apt,135,3,37,20/05/2015,1.8,1,364
490011,Beautiful and sunny summer sublet,2423401,Peter,Brooklyn,Carroll Gardens,40.68444225,-73.99903942,Private room,200,5,0,,,1,365
2899116,Hamilton Heights Sunny 2 Bedroom,14818219,Marius,Manhattan,Harlem,40.82249056,-73.94976886,Entire home/apt,130,6,1,16/07/2014,0.1,1,0
998215,Stunning 1 Bedroom Apt with a View,2058433,France,Brooklyn,Carroll Gardens,40.68328733,-73.99200897,Entire home/apt,185,1,3,29/08/2014,0.1,1,336
308656,2 bdrm apt in Brooklyn's best hood ,1500555,Tiffany,Brooklyn,Carroll Gardens,40.67854417,-73.99733978,Entire home/apt,200,3,2,5/12/2012,0.1,1,264
5511749,"Heart of Carroll Gardens, Brooklyn",6807678,Monique,Brooklyn,Carroll Gardens,40.67773616,-73.9996644,Entire home/apt,300,7,0,,,1,81
6540801,5 BR/2BT 10 Min from Central Park,7452455,Nabeel,Manhattan,Harlem,40.81510387,-73.94761684,Entire home/apt,700,1,0,,,6,363
6627668,Central Park North - 15min de T SQ,27462282,Quentin,Manhattan,Harlem,40.8013336,-73.95250682,Private room,95,1,0,,,1,8
1561871,Apt-Morningside Heights-Harlem,1148547,Laura,Manhattan,Harlem,40.8070995,-73.95485465,Entire home/apt,130,5,6,21/04/2015,0.3,1,91
1763520,Cozy 1 Bedroom w/ Private Bathroom ,9269607,Richaud,Manhattan,Harlem,40.81441652,-73.94471974,Private room,119,1,16,1/06/2015,1.8,2,359
1126275,Lg private BR; BEST deal uptown!,6178827,Estatio & Jennifer,Manhattan,Harlem,40.82239907,-73.94786136,Private room,90,1,61,26/05/2015,2.4,1,317
6479193,Charming Room on Morningside Park,33852643,Avery,Manhattan,Harlem,40.80559578,-73.95546441,Private room,95,1,0,,,1,26
2539615,Private Room + Private Bathroom!!!!,6991816,Magic,Manhattan,Harlem,40.80047931,-73.95816779,Private room,135,7,21,1/06/2015,1.5,5,365
5683862,PRIVATE BEDROOM + PRIVATE BATHROOM ,6991816,Magic,Manhattan,Harlem,40.80252104,-73.95845278,Private room,135,1,1,30/04/2015,0.9,5,358
4710066,Spacious & Private Master Bedroom!,18203592,Nicole,Manhattan,Harlem,40.82498259,-73.93935451,Private room,135,1,4,17/05/2015,0.7,3,164
3687880,2 Bedrm Penthouse/Walkup near train,18203592,Nicole,Manhattan,Harlem,40.82628562,-73.94034871,Entire home/apt,199,1,19,27/05/2015,2,3,343
5714811,Bright & Cozy Bedroom w. Full Bed!,18203592,Nicole,Manhattan,Harlem,40.82652499,-73.94134057,Private room,119,1,3,21/05/2015,3,3,85
6448950,Great sunny full floor apartment,2063080,Romain&Emily,Brooklyn,Carroll Gardens,40.6814403,-73.99308952,Entire home/apt,110,6,0,,,1,173
5953069,ADORABLE Studio Central Park!,611351,Elizabeth,Manhattan,Harlem,40.80266077,-73.95683142,Entire home/apt,115,3,4,25/05/2015,4,1,22
4822628,Harlem Renaissance Penthouse views,3720085,Irene,Manhattan,Harlem,40.81703538,-73.9370778,Private room,101,2,0,,,1,365
3773532,"Beautiful, Spacious Bedroom",19343958,Kristen,Manhattan,Harlem,40.82609544,-73.94578161,Private room,46,1,0,,,1,220
4285522,Oversized private bedroom and bath,22243932,Candi,Manhattan,Harlem,40.81483885,-73.94051866,Private room,110,2,3,19/05/2015,3,1,363
6619518,Chic Harlem Abode ~ Near EVERYTHING,397302,Rachel-Nicole,Manhattan,Harlem,40.80553791,-73.94246183,Entire home/apt,124,5,0,,,1,231
6313782,Relaxing 1-bedroom in Harlem,32846465,Christina,Manhattan,Harlem,40.81498778,-73.94035857,Entire home/apt,79,1,0,,,1,14
2155091,"Terrace, Trains, Space and Clean ",4383172,Az,Manhattan,Harlem,40.82234421,-73.93681766,Private room,45,1,37,13/04/2015,2.4,2,152
1939857,"Terrace, Trains, Space and Clean",4383172,Az,Manhattan,Harlem,40.82366126,-73.93909486,Private room,50,2,2,12/04/2015,0.1,2,218
666676,Bedroom in charming apartment,3371222,Ylva,Manhattan,Harlem,40.82515241,-73.95134113,Private room,85,2,0,,,1,319
3987097,1 Private bedroom ,18224288,Tati,Manhattan,Harlem,40.83054076,-73.94083278,Private room,55,1,4,19/04/2015,0.5,2,357
4662840,"Harlem, cozy room in Sugar Hill!",4114392,Enzo,Manhattan,Harlem,40.82926938,-73.94155171,Private room,69,1,1,1/05/2015,0.9,1,365
851471,Beautiful Parlor Floor in Brooklyn,1885501,Gabriel,Brooklyn,Carroll Gardens,40.68144323,-73.99647602,Entire home/apt,205,14,0,,,1,22
5512295,Modern Central Harlem Condo,24657464,Major,Manhattan,Harlem,40.81503016,-73.94414388,Private room,90,1,2,24/05/2015,1.6,1,363
562489,"Brownstone Apt, Carroll Gardens",2641677,Lauren,Brooklyn,Carroll Gardens,40.68073281,-73.99362929,Entire home/apt,250,3,5,31/12/2014,0.2,1,335
4931697,Uptown Westside 1BR/1BA,4918950,Claude,Manhattan,Harlem,40.82197645,-73.9453403,Entire home/apt,75,1,0,,,3,152
4125559,"Sunny Duplex Apt., Balcony & Deck",4857962,Allison,Brooklyn,Carroll Gardens,40.68426865,-73.99104365,Private room,115,4,3,27/03/2015,0.4,1,180
2414063,French Harlem by Columbia + Wine!,6180418,Manini,Manhattan,Harlem,40.81206545,-73.95296607,Private room,58,1,6,25/05/2015,0.5,1,294
4832416,"Prime Access to subway A,B,C,D,3",24875845,David,Manhattan,Harlem,40.82592929,-73.93840958,Private room,125,1,0,,,1,365
6255407,Cozy & Bright 1 Bedroom,8095903,Christelle,Manhattan,Harlem,40.82903187,-73.94123477,Entire home/apt,100,1,0,,,1,43
1571222,"Steps to Subway, Min. to Manhattan",8354811,Danny,Queens,Ditmars Steinway,40.77579555,-73.91200574,Entire home/apt,99,2,42,9/05/2015,2.1,3,333
2049349,COZY MODERN 2 BED. MIN. TO SUBWAY!,8354811,Danny,Queens,Ditmars Steinway,40.77794074,-73.90944265,Entire home/apt,135,2,7,16/04/2015,0.6,3,331
4854604,Astoria Parkside Waterfront Townhom,18330363,Robert,Queens,Ditmars Steinway,40.77886313,-73.91848353,Entire home/apt,196,1,6,29/05/2015,1.5,1,286
4393678,West 43rd Street,5664549,Amar,Manhattan,Theater District,40.75716114,-73.98887051,Entire home/apt,150,3,0,,,1,50
4994704,Queen Air bed on Ditmars,2985590,Josh,Queens,Ditmars Steinway,40.77413475,-73.9056776,Private room,60,1,4,17/05/2015,1.5,3,205
3350222,Queens Comfort n' Coffee,2985590,Josh,Queens,Ditmars Steinway,40.7729351,-73.90395545,Private room,89,1,26,10/05/2015,2.6,3,304
5632195,Newly Renovated 1BD Times Square/HK,432756,Fabio,Manhattan,Theater District,40.76298582,-73.98384607,Entire home/apt,199,3,1,26/05/2015,1,1,185
6119473,Sunny room with private deck,30866372,Jonathan,Staten Island,Tompkinsville,40.63423829,-74.08876587,Private room,30,1,3,17/05/2015,3,1,47
4746356,Large bright Brooklyn summer room,24484259,Dahlia,Brooklyn,Borough Park,40.64378983,-73.99728265,Private room,50,1,0,,,1,182
308172,East Village Studio,1585376,Maria,Manhattan,East Village,40.72715131,-73.98582861,Entire home/apt,150,1,22,12/01/2015,0.6,1,171
4662158,Modern 2BR East Village Apartment,24123958,Elliot,Manhattan,East Village,40.72883986,-73.98648816,Entire home/apt,340,5,0,,,1,164
5928772,Large 1BD in East Village Apartment,30781355,Mike,Manhattan,East Village,40.72536081,-73.98994152,Private room,105,14,2,3/05/2015,1.6,1,8
6515475,Unbeatable room in East Village,29894960,Evelyn,Manhattan,East Village,40.72798833,-73.98528453,Private room,120,1,1,26/05/2015,1,1,365
2768111,East Village Luxury,14156730,Mariana,Manhattan,East Village,40.73083574,-73.98406011,Entire home/apt,250,3,2,25/08/2014,0.2,1,185
1365435,Nice place in beautiful house NYUSA,7410259,Jacksun,Bronx,Pelham Gardens,40.86057453,-73.83693212,Private room,39,3,3,19/05/2015,0.2,1,325
5044,SPACIOUS ARTY 1BR NOHO / SOHO / EV,7222,Jonathan,Manhattan,East Village,40.72633368,-73.98947794,Entire home/apt,300,3,38,26/05/2015,1,1,211
1601280,Private room #2 ,278866,Clemente,Manhattan,Washington Heights,40.83922254,-73.9430517,Private room,75,5,3,19/05/2014,0.1,4,181
58299, 1 private Room OR Entire Apt.,278866,Clemente,Manhattan,Washington Heights,40.85363553,-73.93650976,Entire home/apt,75,5,57,28/05/2015,1,4,124
103806,BOHEMIAN EAST VILLAGE 2 BED HAVEN ,251176,Jason,Manhattan,East Village,40.72577361,-73.98744857,Entire home/apt,165,2,111,16/05/2015,2.3,2,349
347865,ARTY 2 BED EAST VILLAGE GEM ,251176,Jason,Manhattan,East Village,40.72142787,-73.98117005,Entire home/apt,125,1,119,17/05/2015,3.1,2,352
436619,"Zen, Tranquil, Artsy, Sunny, Flat",2168468,Carla,Manhattan,East Village,40.72506978,-73.98861371,Private room,135,2,25,19/05/2015,0.7,2,277
2514831,"Zen, artsy, serene, simple flat",2168468,Carla,Manhattan,East Village,40.72619733,-73.98944754,Entire home/apt,165,2,11,29/04/2015,0.7,2,262
2232600,"Charming, Bright, Airy One Bedroom",11395220,Anna,Manhattan,East Village,40.7321501,-73.98821223,Entire home/apt,200,1,26,4/05/2015,2.1,1,331
6399305,Large Studio in East Village,264659,Nikhil,Manhattan,East Village,40.72361459,-73.98774708,Entire home/apt,131,1,1,24/05/2015,1,1,3
4698494,Beautiful Studio in the heart of EV,11875004,Patrice,Manhattan,East Village,40.7280345,-73.98349777,Entire home/apt,2250,1,0,,,1,159
6461750,VINTAGE OLD FASHION 1BEDROOM APT,21155476,Tati,Manhattan,East Village,40.72495504,-73.98694971,Entire home/apt,220,1,0,,,1,335
1979127,East Village Duplex Penthouse,1472225,Rachel,Manhattan,East Village,40.72707632,-73.98496959,Entire home/apt,460,1,28,6/05/2015,1.5,1,361
25529,Fun Sublet NYC East Village Apart.,106551,Blake,Manhattan,East Village,40.7260262,-73.98738372,Entire home/apt,155,5,48,4/01/2015,0.8,1,161
3048226,Modern Studio Apartment,13079516,Rafael & Rosita,Manhattan,East Village,40.73035376,-73.98516631,Entire home/apt,99,1,46,1/06/2015,3.8,1,314
491414,Fab Harlem Studio on Historic Str!!,2428770,Chloe,Manhattan,Washington Heights,40.83572246,-73.94010831,Entire home/apt,189,3,0,,,2,365
1268126,"LES,The best Real NYC experience!",6902782,Sarah,Manhattan,East Village,40.72311197,-73.98770473,Private room,120,4,25,16/05/2015,1.2,1,334
4108902,Perfect 1BD in the East Village,1849454,Hila,Manhattan,East Village,40.72223288,-73.97779594,Private room,90,3,3,8/05/2015,2.1,1,98
4814052,"""LOVELY MANHATTAN APARTMENT""",7008668,Bethany,Manhattan,Washington Heights,40.85764621,-73.93102539,Private room,125,1,10,16/05/2015,1.9,3,323
2021634,In the Heart of St Marks!Room #1,10216348,Armando,Manhattan,East Village,40.72906736,-73.98528684,Private room,120,3,15,27/04/2015,0.9,3,33
2094265,In the Heart of St Marks !Room #3,10216348,Armando,Manhattan,East Village,40.72844279,-73.98386063,Private room,85,3,14,5/04/2015,0.9,3,242
2061897,In the heart of St. Mark's! Room #2,10216348,Armando,Manhattan,East Village,40.72849616,-73.98245066,Private room,120,3,12,8/05/2015,0.7,3,320
1217710,Enormous 1 Bedroom LES - 14 Windows,6644874,Danny & Avital,Manhattan,East Village,40.72301585,-73.98584956,Entire home/apt,200,1,15,15/05/2015,1.8,1,302
3420526,Huge East Village Studio w/ Terrace,8724571,Margaret,Manhattan,East Village,40.73004644,-73.99035754,Entire home/apt,230,2,37,30/05/2015,3.8,3,292
5965218,Bright Airy Room in East Village,30965615,Alexis,Manhattan,East Village,40.73055077,-73.98836892,Private room,125,1,2,2/05/2015,1.5,1,43
921441,Artsy Office/Bedroom in WaHi,4954283,Michelle,Manhattan,Washington Heights,40.84407699,-73.9367492,Private room,75,1,12,6/04/2015,0.9,2,352
2763686,Spacious Artsy 2BD in WaHi ,4954283,Michelle,Manhattan,Washington Heights,40.8376798,-73.93532208,Entire home/apt,150,1,2,6/07/2014,0.2,2,356
6349111,Perfect location!,10562062,Dajana,Manhattan,East Village,40.72297074,-73.98604416,Entire home/apt,190,1,0,,,1,0
4649799,"Spacious, Quiet, Heart of E.Village",12904660,Carole,Manhattan,East Village,40.72763242,-73.98718693,Entire home/apt,225,4,0,,,1,0
1023731,"Central, Sunny E. Village Apt. ",3395300,Austin,Manhattan,East Village,40.72431426,-73.98794461,Entire home/apt,160,1,17,25/05/2015,0.7,1,177
6537431,Heart of Washington Heights,34189521,Maria,Manhattan,Washington Heights,40.83427063,-73.94023255,Entire home/apt,104,1,0,,,1,1
4965865,Cozy Studio in the East Village ,25502378,Elina,Manhattan,East Village,40.72347656,-73.98748376,Entire home/apt,95,2,5,12/05/2015,1.1,1,146
5249202,Little haven in East Village apt.,12482643,Nadir & Ana,Manhattan,East Village,40.72614297,-73.98029136,Private room,137,1,3,19/05/2015,1.8,2,160
5246148,Charming East Village 1BD apartment,12482643,Nadir & Ana,Manhattan,East Village,40.7242485,-73.97880172,Entire home/apt,184,1,0,,,2,114
1315445,Views Comfort Chic Hip Unique ,7146531,Guilhem,Manhattan,East Village,40.73228592,-73.98900836,Entire home/apt,178,2,38,22/05/2015,1.7,1,226
259776,Big Bedroom In Sunny 2 Bedroom Apt,1335591,Sid,Manhattan,East Village,40.72421101,-73.98191109,Private room,68,30,22,4/01/2015,0.7,1,248
1464775,Comfortable East Village 1 bedroom,1319658,Reene,Manhattan,East Village,40.72830588,-73.98830887,Entire home/apt,150,1,13,26/05/2015,0.6,1,0
1126102,The center of it all! Union Square!,4382127,Matthew,Manhattan,East Village,40.73301602,-73.98668425,Private room,99,2,24,1/06/2015,1,1,284
5392161,Great room in hip&cool East Village,27950157,Matheus,Manhattan,East Village,40.72088318,-73.98074654,Private room,125,1,0,,,1,363
4672029,East Village room - private rooftop,8893578,Nicolas,Manhattan,East Village,40.72695468,-73.98056865,Private room,100,3,1,10/05/2015,1,1,156
